Date;Close_GJTL;Close_TLKM;Close_UNTR;Close_DILD;Close_UNVR
14/01/2022;660;4190;23525;147;4220
17/01/2022;655;4180;23500;147;4150
18/01/2022;635;4250;23650;149;4110
19/01/2022;645;4250;23250;148;4100
20/01/2022;640;4220;22850;149;4100
21/01/2022;640;4330;23500;145;4150
24/01/2022;635;4300;23400;145;4080
25/01/2022;625;4290;23150;142;4060
26/01/2022;615;4390;22775;143;4130
27/01/2022;620;4270;23250;143;4060
28/01/2022;620;4260;23250;147;4050
31/01/2022;620;4190;23125;147;4030
02/02/2022;620;4170;22925;148;4050
03/02/2022;625;4200;22825;149;4010
04/02/2022;635;4230;22500;150;4020
07/02/2022;640;4290;22600;149;4000
08/02/2022;620;4230;22175;148;4000
09/02/2022;635;4280;22675;149;3960
10/02/2022;635;4460;22800;150;3980
11/02/2022;640;4450;23050;150;3900
14/02/2022;650;4400;23450;148;3850
15/02/2022;660;4410;24175;148;3870
16/02/2022;675;4400;23800;150;3870
17/02/2022;670;4410;23725;149;3830
18/02/2022;675;4400;23925;151;3850
21/02/2022;660;4370;23500;149;3850
22/02/2022;650;4300;23475;149;3810
23/02/2022;665;4350;24000;150;3820
24/02/2022;645;4240;25200;146;3690
25/02/2022;645;4340;24900;145;3680
01/03/2022;645;4350;24850;144;3680
02/03/2022;630;4290;25525;143;3660
04/03/2022;625;4400;27075;146;3520
07/03/2022;615;4510;27350;143;3430
08/03/2022;620;4620;25700;144;3360
09/03/2022;635;4440;26400;145;3400
10/03/2022;640;4410;25950;145;3430
11/03/2022;640;4590;26700;144;3370
14/03/2022;640;4580;24850;143;3380
15/03/2022;630;4620;24475;143;3280
16/03/2022;625;4630;25000;141;3450
17/03/2022;635;4480;25250;144;3420
18/03/2022;630;4540;25425;146;3360
21/03/2022;630;4550;25350;144;3460
22/03/2022;625;4550;25550;144;3490
23/03/2022;630;4550;25725;145;3410
24/03/2022;630;4560;26600;145;3380
25/03/2022;630;4520;26325;144;3400
28/03/2022;630;4600;26600;145;3460
29/03/2022;625;4560;26025;145;3480
30/03/2022;630;4580;25875;145;3720
31/03/2022;625;4580;25550;145;3660
01/04/2022;630;4580;25925;145;3620
04/04/2022;625;4540;26775;146;3570
05/04/2022;630;4520;27200;145;3680
06/04/2022;630;4430;27450;145;3600
07/04/2022;625;4540;27150;148;3570
08/04/2022;625;4580;28600;148;3540
11/04/2022;625;4590;28450;148;3460
12/04/2022;625;4630;27950;147;3520
13/04/2022;620;4690;29275;146;3440
14/04/2022;620;4680;29800;146;3400
18/04/2022;615;4710;30000;146;3390
19/04/2022;620;4680;29600;145;3350
20/04/2022;645;4630;28350;143;3470
21/04/2022;665;4620;28125;145;3400
22/04/2022;640;4620;28300;143;3430
25/04/2022;630;4710;27625;143;3690
26/04/2022;630;4760;28750;145;3890
27/04/2022;625;4770;28900;145;3810
28/04/2022;650;4620;30275;146;3890
09/05/2022;640;4310;29225;146;4010
10/05/2022;640;4340;29625;145;4380
11/05/2022;635;4330;30225;141;4880
12/05/2022;625;4300;29300;140;4690
13/05/2022;630;4260;30225;144;4800
17/05/2022;620;4180;30075;145;4800
18/05/2022;620;4250;30300;145;5025
19/05/2022;620;4210;29975;145;4880
20/05/2022;625;4170;29900;145;5050
23/05/2022;620;4110;29650;144;4880
24/05/2022;625;4150;30300;143;4810
25/05/2022;620;4200;30175;143;4770
27/05/2022;635;4300;30400;148;4760
30/05/2022;640;4250;30250;146;4650
31/05/2022;645;4310;31300;147;4730
02/06/2022;670;4290;31625;145;4790
03/06/2022;655;4310;32600;147;4720
06/06/2022;665;4340;32175;148;4770
07/06/2022;670;4250;32825;148;4730
08/06/2022;710;4100;33050;147;4890
09/06/2022;700;4050;32400;147;4820
10/06/2022;720;4020;32200;147;4750
13/06/2022;700;4080;30675;146;4690
14/06/2022;695;4110;31550;158;4740
15/06/2022;655;4060;29750;152;4800
16/06/2022;665;4040;30000;155;4800
17/06/2022;645;4120;28800;152;4650
20/06/2022;655;4040;29000;152;5025
21/06/2022;675;4110;29150;151;5050
22/06/2022;680;4050;29200;150;4890
23/06/2022;670;4160;29275;152;4960
24/06/2022;705;4150;29275;151;4990
27/06/2022;730;4070;29200;151;4980
28/06/2022;720;4030;29800;151;5050
29/06/2022;715;4040;28525;148;4940
30/06/2022;685;4000;28400;143;4770
01/07/2022;670;4020;26500;144;4830
04/07/2022;680;3990;26525;144;4700
05/07/2022;695;3990;27975;146;4760
06/07/2022;680;4020;26800;145;4780
07/07/2022;690;4040;26775;145;5000
08/07/2022;685;4010;27450;146;4890
11/07/2022;690;4040;27225;146;4800
12/07/2022;685;4010;26925;147;4880
13/07/2022;685;3940;28275;145;4900
14/07/2022;690;4020;29800;147;4900
15/07/2022;680;4150;29025;148;4830
18/07/2022;685;4190;28850;148;4980
19/07/2022;690;4160;29100;147;4970
20/07/2022;700;4210;30175;148;4970
21/07/2022;700;4260;30000;149;5000
22/07/2022;700;4230;30075;149;5000
25/07/2022;690;4240;30575;149;4930
26/07/2022;670;4250;30600;145;4930
27/07/2022;675;4300;31100;148;4720
28/07/2022;680;4240;31300;148;4510
29/07/2022;705;4230;32300;148;4510
01/08/2022;695;4300;32175;148;4550
02/08/2022;695;4450;32875;148;4600
03/08/2022;700;4500;33950;148;4590
04/08/2022;700;4550;33200;148;4600
05/08/2022;705;4650;32500;148;4720
08/08/2022;715;4700;32400;149;4790
09/08/2022;715;4640;32375;148;4720
10/08/2022;705;4560;32350;149;4780
11/08/2022;710;4570;31900;195;4750
12/08/2022;710;4550;31600;189;4770
15/08/2022;710;4450;32500;200;4760
16/08/2022;705;4410;32400;206;4770
18/08/2022;710;4550;32000;202;4790
19/08/2022;700;4600;31650;197;4730
22/08/2022;695;4650;31800;185;4750
23/08/2022;685;4660;32125;177;4810
24/08/2022;700;4750;32625;178;4850
25/08/2022;700;4570;32950;182;4840
26/08/2022;695;4490;33100;179;4610
29/08/2022;690;4520;33000;179;4580
30/08/2022;690;4480;33325;180;4580
31/08/2022;685;4560;33850;180;4590
01/09/2022;685;4580;33275;175;4540
02/09/2022;690;4600;33900;175;4550
05/09/2022;685;4620;34350;175;4530
06/09/2022;685;4510;35500;181;4510
07/09/2022;685;4490;35075;181;4590
08/09/2022;685;4560;34400;186;4520
09/09/2022;685;4600;34300;188;4500
12/09/2022;685;4540;34500;195;4550
13/09/2022;685;4520;34350;190;4670
14/09/2022;685;4480;34000;187;4630
15/09/2022;690;4500;34900;194;4600
16/09/2022;690;4410;34325;194;4630
19/09/2022;680;4500;34300;184;4600
20/09/2022;680;4480;34150;184;4730
21/09/2022;680;4430;34325;181;4810
22/09/2022;675;4430;35100;183;4810
23/09/2022;675;4380;34000;183;4810
26/09/2022;665;4460;33300;179;4790
27/09/2022;660;4440;33400;180;4800
28/09/2022;650;4470;33000;175;4810
29/09/2022;645;4440;33125;171;4850
30/09/2022;635;4460;32825;174;4830
03/10/2022;640;4460;33000;172;4850
04/10/2022;645;4440;33800;182;4870
05/10/2022;655;4460;33075;174;4830
06/10/2022;645;4430;32850;176;4900
07/10/2022;645;4350;33000;174;4840
10/10/2022;645;4420;32300;173;4800
11/10/2022;635;4310;32200;172;4730
12/10/2022;630;4340;32350;169;4790
13/10/2022;625;4300;32200;169;4840
14/10/2022;620;4290;33750;170;4810
17/10/2022;590;4330;32900;168;4830
18/10/2022;585;4250;32000;166;4900
19/10/2022;595;4200;31800;169;5350
20/10/2022;595;4350;31825;179;5400
21/10/2022;615;4360;32000;180;5300
24/10/2022;615;4410;32375;182;5325
25/10/2022;625;4390;32000;187;5275
26/10/2022;625;4370;33200;182;5400
27/10/2022;630;4370;32750;181;5350
28/10/2022;630;4450;32250;188;4980
31/10/2022;605;4390;32300;185;4640
01/11/2022;605;4420;31450;186;4530
02/11/2022;595;4220;30700;183;4500
03/11/2022;600;4130;31000;181;4510
04/11/2022;600;4210;31275;176;4540
07/11/2022;610;4280;31275;172;4620
08/11/2022;615;4220;31175;175;4630
09/11/2022;600;4190;31000;175;4540
10/11/2022;590;4170;29400;175;4560
11/11/2022;590;4150;29000;177;4540
14/11/2022;590;4050;28700;177;4590
15/11/2022;590;4050;28650;177;4610
16/11/2022;585;4050;28750;175;4610
17/11/2022;590;4040;28625;176;4590
18/11/2022;605;4010;28800;176;4640
21/11/2022;600;4030;28800;176;4550
22/11/2022;600;4000;28950;177;4560
23/11/2022;595;3970;29625;177;4550
24/11/2022;595;4030;29975;183;4560
25/11/2022;600;4030;29850;182;4600
28/11/2022;590;3980;29750;181;4710
29/11/2022;595;3980;30700;181;4700
30/11/2022;595;4040;30800;178;4800
01/12/2022;595;3960;30675;177;4710
02/12/2022;595;4000;29225;175;4710
05/12/2022;580;3840;28500;172;4740
06/12/2022;585;3600;28100;169;4740
07/12/2022;580;3680;28050;170;4700
08/12/2022;570;3740;27300;170;4660
09/12/2022;570;3650;26125;170;4620
12/12/2022;565;3700;26875;170;4690
13/12/2022;550;3750;26825;170;4720
14/12/2022;560;3750;26850;170;4720
15/12/2022;565;3670;26525;170;4700
16/12/2022;555;3680;26550;170;4870
19/12/2022;555;3720;26850;169;4730
20/12/2022;560;3720;26650;170;4770
21/12/2022;555;3790;26625;169;4780
22/12/2022;560;3750;27000;167;4840
23/12/2022;555;3780;26875;166;4820
26/12/2022;550;3750;26400;166;4750
27/12/2022;555;3810;26625;168;4810
28/12/2022;560;3730;26175;167;4770
29/12/2022;560;3780;26275;168;4760
30/12/2022;560;3750;26075;171;4700
02/01/2023;565;3800;25800;167;4620
03/01/2023;570;3860;25900;166;4600
04/01/2023;570;3820;24150;163;4640
05/01/2023;555;3770;24675;156;4730
06/01/2023;555;3710;24975;160;4760
09/01/2023;560;3790;24700;160;4760
10/01/2023;560;3830;24950;159;4690
11/01/2023;550;3870;25075;155;4700
12/01/2023;550;3860;24950;155;4760
13/01/2023;550;3780;24150;159;4790
16/01/2023;560;3850;24225;159;4770
17/01/2023;565;3950;24325;156;4760
18/01/2023;570;3930;24750;157;4800
19/01/2023;565;3890;26250;154;4800
20/01/2023;565;3870;26775;155;4810
24/01/2023;560;3850;26125;157;4830
25/01/2023;565;3840;26050;158;4850
26/01/2023;570;3970;25250;158;4800
27/01/2023;595;3960;25575;161;4750
30/01/2023;605;3960;25250;161;4760
31/01/2023;600;3850;24550;161;4660
01/02/2023;600;3870;24725;163;4630
02/02/2023;605;3890;24100;166;4730
03/02/2023;605;3880;24000;169;4690
06/02/2023;600;3880;23925;168;4730
07/02/2023;600;3800;24900;168;4860
08/02/2023;605;3840;24800;169;5025
09/02/2023;600;3770;24500;166;4920
10/02/2023;595;3800;24500;164;4580
13/02/2023;605;3790;24625;167;4520
14/02/2023;640;3800;24750;169;4560
15/02/2023;625;3790;24875;169;4550
16/02/2023;625;3770;24650;169;4520
17/02/2023;620;3760;24625;168;4510
20/02/2023;630;3820;24300;169;4540
21/02/2023;630;3840;24000;169;4500
22/02/2023;620;3860;24325;169;4480
23/02/2023;630;3970;24700;168;4400
24/02/2023;635;4040;24950;168;4350
27/02/2023;630;3960;25175;169;4300
28/02/2023;625;3880;27900;175;4180
01/03/2023;625;3930;27575;173;4150
02/03/2023;620;3880;28325;174;4150
03/03/2023;620;3900;28125;169;4060
06/03/2023;620;3880;27650;170;4170
07/03/2023;620;3880;26825;167;4080
08/03/2023;625;3940;26400;169;4100
09/03/2023;630;3970;27025;170;4100
10/03/2023;620;4010;26825;167;4110
13/03/2023;610;4070;28075;167;4160
14/03/2023;595;4020;27100;164;4210
15/03/2023;580;4010;27250;165;4100
16/03/2023;570;4050;26925;162;4070
17/03/2023;585;4050;28450;164;4160
20/03/2023;585;3990;27700;164;4160
21/03/2023;585;4120;27475;163;4200
24/03/2023;595;4070;27675;163;4270
27/03/2023;600;4050;27800;164;4290
28/03/2023;600;4050;28575;168;4300
29/03/2023;605;4100;29125;168;4360
30/03/2023;610;4090;28975;167;4260
31/03/2023;605;4060;29100;167;4350
03/04/2023;605;4080;28850;165;4290
04/04/2023;600;4060;29625;165;4290
05/04/2023;590;4150;29800;164;4250
06/04/2023;595;4250;29800;164;4250
10/04/2023;590;4300;30200;162;4290
11/04/2023;600;4300;30400;162;4200
12/04/2023;595;4310;31250;159;4190
13/04/2023;600;4340;31050;160;4100
14/04/2023;605;4340;30225;161;4150
17/04/2023;620;4270;30500;163;4130
18/04/2023;630;4270;31075;164;4090
26/04/2023;660;4400;31400;167;4100
27/04/2023;665;4320;31075;169;4400
28/04/2023;700;4250;28900;166;4400
02/05/2023;775;4190;26900;166;4400
03/05/2023;765;4150;25025;169;4400
04/05/2023;765;4150;24500;169;4450
05/05/2023;775;4170;24150;172;4490
08/05/2023;795;4060;25000;184;4470
09/05/2023;790;4070;25275;183;4390
10/05/2023;810;4130;25275;182;4500
11/05/2023;785;4090;24825;182;4430
12/05/2023;770;3980;24800;185;4400
15/05/2023;795;3980;24500;185;4500
16/05/2023;780;3980;24450;193;4510
17/05/2023;765;3990;24025;189;4460
19/05/2023;780;4020;23300;194;4430
22/05/2023;790;4040;23875;208;4420
23/05/2023;840;4040;24500;210;4450
24/05/2023;865;4160;24600;220;4410
25/05/2023;855;4120;23500;234;4410
26/05/2023;840;4130;23075;258;4380
29/05/2023;830;4200;22875;240;4550
30/05/2023;810;4120;22500;224;4540
31/05/2023;785;4040;22225;210;4530
05/06/2023;835;4080;22850;236;4500
06/06/2023;830;4090;23200;226;4460
07/06/2023;850;4150;22850;228;4570
08/06/2023;845;4170;23325;226;4600
09/06/2023;855;4150;23075;230;4550
12/06/2023;840;4050;23525;228;4610
13/06/2023;840;4030;22975;240;4510
14/06/2023;870;4000;22975;238;4440
15/06/2023;850;4020;23150;236;4520
16/06/2023;850;3970;22900;240;4390
19/06/2023;865;3960;23150;240;4380
20/06/2023;850;3990;23125;232;4300
21/06/2023;840;3980;23350;238;4360
22/06/2023;845;3940;23525;238;4250
23/06/2023;830;3950;23375;236;4270
26/06/2023;815;3990;23275;240;4230
27/06/2023;810;4000;23275;236;4260
03/07/2023;845;4000;23050;240;4310
04/07/2023;970;3970;23100;242;4330
05/07/2023;1170;3980;23700;272;4310
06/07/2023;1340;3960;24050;274;4250
07/07/2023;1275;3960;23750;270;4240
10/07/2023;1210;3950;24100;264;4250
11/07/2023;1220;3980;24475;268;4250
12/07/2023;1115;3980;24000;268;4210
13/07/2023;1125;3920;24150;242;4250
14/07/2023;1095;3930;24150;244;4250
17/07/2023;1095;3910;24225;250;4270
18/07/2023;1075;3850;24250;246;4270
20/07/2023;1085;3850;24375;246;4220
21/07/2023;1020;3860;24500;246;4290
24/07/2023;1040;3900;25400;248;4290
25/07/2023;1055;3880;25400;246;4050
26/07/2023;1080;3880;26400;244;3970
27/07/2023;1050;3720;26375;240;3840
28/07/2023;1075;3720;26650;234;3870
31/07/2023;1080;3720;27525;238;3850
01/08/2023;920;3750;27525;222;3770
02/08/2023;900;3690;26725;228;3690
03/08/2023;920;3720;27150;230;3770
04/08/2023;915;3690;27325;228;3740
07/08/2023;910;3680;27425;230;3720
08/08/2023;915;3730;27525;230;3750
09/08/2023;905;3770;27750;224;3720
10/08/2023;930;3800;27600;228;3680
11/08/2023;920;3810;27100;224;3700
14/08/2023;880;3830;27450;220;3730
15/08/2023;900;3820;27375;216;3730
16/08/2023;890;3830;27500;214;3730
18/08/2023;875;3760;26800;212;3690
21/08/2023;860;3740;27075;200;3710
22/08/2023;860;3750;27600;204;3710
23/08/2023;865;3740;27875;208;3750
24/08/2023;880;3720;26700;208;3720
25/08/2023;870;3720;26050;206;3760
28/08/2023;855;3700;26400;216;3780
29/08/2023;840;3720;26350;220;3760
30/08/2023;830;3810;26150;216;3740
31/08/2023;820;3730;26000;216;3670
01/09/2023;830;3720;26350;216;3660
04/09/2023;830;3730;26825;216;3660
05/09/2023;855;3740;27200;218;3620
06/09/2023;840;3790;27400;218;3650
07/09/2023;835;3760;27150;220;3630
08/09/2023;825;3690;27300;220;3610
11/09/2023;845;3700;26900;218;3650
12/09/2023;840;3710;27075;212;3620
13/09/2023;825;3710;27175;206;3590
14/09/2023;825;3680;27400;210;3560
15/09/2023;825;3720;28425;208;3500
18/09/2023;805;3680;28100;202;3470
19/09/2023;800;3730;28325;208;3580
20/09/2023;805;3810;28500;208;3630
21/09/2023;805;3810;28325;206;3770
22/09/2023;805;3860;28350;206;3850
25/09/2023;755;3770;28250;202;3820
26/09/2023;755;3760;27750;202;3820
27/09/2023;750;3720;28300;204;3770
29/09/2023;740;3750;28250;200;3740
02/10/2023;755;3750;27925;204;3700
03/10/2023;730;3770;27000;200;3590
04/10/2023;725;3780;26575;195;3580
05/10/2023;725;3720;26150;197;3660
06/10/2023;740;3780;26400;194;3800
09/10/2023;730;3760;26700;193;3720
10/10/2023;725;3810;26875;193;3670
11/10/2023;735;3780;26275;195;3610
12/10/2023;735;3830;25875;200;3630
13/10/2023;725;3850;26075;194;3650
16/10/2023;700;3760;26450;189;3650
17/10/2023;685;3790;26375;191;3830
18/10/2023;690;3750;26300;191;3820
19/10/2023;675;3730;26025;191;3810
20/10/2023;670;3700;25825;192;3860
23/10/2023;655;3610;25000;187;3840
24/10/2023;675;3650;25250;189;3990
25/10/2023;695;3600;26325;191;4080
26/10/2023;680;3480;26175;189;3980
27/10/2023;850;3500;25525;191;3980
30/10/2023;865;3420;24400;186;3790
31/10/2023;880;3490;25125;198;3620
01/11/2023;840;3620;24100;192;3580
02/11/2023;870;3620;23725;194;3590
03/11/2023;885;3570;23775;197;3550
06/11/2023;900;3650;23750;195;3620
07/11/2023;880;3570;23375;196;3570
08/11/2023;855;3520;22800;193;3600
09/11/2023;870;3530;22875;192;3600
10/11/2023;850;3550;23100;188;3590
13/11/2023;855;3520;23250;187;3530
14/11/2023;870;3500;23250;185;3480
15/11/2023;875;3550;23400;189;3430
16/11/2023;885;3540;23450;191;3460
17/11/2023;875;3550;22875;191;3470
20/11/2023;870;3590;22950;189;3460
21/11/2023;875;3620;22775;189;3480
22/11/2023;865;3610;22325;190;3500
23/11/2023;885;3600;22525;192;3540
24/11/2023;885;3620;22625;190;3530
27/11/2023;890;3680;22450;194;3520
28/11/2023;880;3770;22500;194;3600
29/11/2023;875;3720;22450;192;3630
30/11/2023;885;3760;21900;192;3650
01/12/2023;890;3830;22150;193;3630
04/12/2023;1110;3810;22425;202;3630
05/12/2023;985;3850;22050;192;3620
06/12/2023;980;3920;21625;193;3510
07/12/2023;1005;3910;21700;189;3570
08/12/2023;1000;3940;22300;189;3510
11/12/2023;940;3980;21825;185;3500
12/12/2023;950;3910;21850;187;3430
13/12/2023;985;3920;20925;187;3450
14/12/2023;990;3940;21450;190;3400
15/12/2023;990;3980;21275;189;3500
18/12/2023;980;3970;21800;187;3410
19/12/2023;1000;3970;21825;190;3430
20/12/2023;1080;3960;21800;190;3460
21/12/2023;1095;3950;22000;189;3470
22/12/2023;1085;3960;22025;189;3470
27/12/2023;1065;3940;22425;193;3470
28/12/2023;1055;3960;22700;193;3540
29/12/2023;1035;3950;22625;198;3530
02/01/2024;1080;3990;23475;197;3550
03/01/2024;1100;3960;23225;196;3530
04/01/2024;1190;3970;23275;200;3520
05/01/2024;1280;3890;23250;206;3520
08/01/2024;1215;3890;23025;206;3480
09/01/2024;1215;3960;23100;206;3430
10/01/2024;1225;4000;23300;202;3410
11/01/2024;1210;3990;23300;204;3410
12/01/2024;1160;4010;23900;199;3470
15/01/2024;1190;4000;24725;200;3430
16/01/2024;1175;4010;24600;200;3410
17/01/2024;1140;3990;24225;202;3320
18/01/2024;1135;3950;24100;204;3300
19/01/2024;1145;3940;24075;202;3240
22/01/2024;1090;3980;23250;198;3120
23/01/2024;1065;3950;22700;195;3180
24/01/2024;1075;3970;22550;191;3200
25/01/2024;1060;3980;23125;192;3160
26/01/2024;1045;3980;22975;191;3160
29/01/2024;1045;4010;23325;191;3080
30/01/2024;1080;4000;22850;193;3130
31/01/2024;1085;3960;22950;192;3100
01/02/2024;1075;4040;22800;193;3100
02/02/2024;1080;3990;22850;191;3170
05/02/2024;1020;3980;22675;191;3200
06/02/2024;1015;3980;22800;191;3250
07/02/2024;1030;3980;22900;191;3270
12/02/2024;1035;4000;23225;192;2920
13/02/2024;1055;3980;23150;194;2800
15/02/2024;1065;4030;23200;195;2930
16/02/2024;1060;4160;23250;194;2830
19/02/2024;1035;4160;22950;192;2800
20/02/2024;1060;4210;22900;193;2760
21/02/2024;1155;4180;23025;191;2690
22/02/2024;1160;4090;23125;191;2720
23/02/2024;1160;4100;22800;192;2690
26/02/2024;1160;4090;23000;190;2590
27/02/2024;1120;3990;23850;189;2620
28/02/2024;1115;3990;23850;189;2700
29/02/2024;1175;4000;23525;190;2730
01/03/2024;1175;3920;23725;189;2730
04/03/2024;1150;3940;24000;190;2670
05/03/2024;1170;3870;24125;187;2670
06/03/2024;1160;3900;24325;186;2690
07/03/2024;1150;3900;24000;188;2730
08/03/2024;1145;3860;24175;189;2660
13/03/2024;1170;3900;23525;189;2720
14/03/2024;1165;3960;24125;189;2690
15/03/2024;1130;3970;24175;188;2640
18/03/2024;1140;3920;24275;188;2770
19/03/2024;1190;3940;24375;187;2740
20/03/2024;1250;3930;24550;188;2760
21/03/2024;1245;3890;24775;195;2720
22/03/2024;1240;3900;24600;195;2720
25/03/2024;1235;3730;24550;197;2760
26/03/2024;1260;3620;24300;196;2770
27/03/2024;1240;3490;24600;194;2730
28/03/2024;1255;3470;24175;191;2700
01/04/2024;1385;3510;24025;192;2730
02/04/2024;1390;3490;24900;198;2740
03/04/2024;1390;3420;25250;194;2690
04/04/2024;1300;3450;25050;195;2710
05/04/2024;1300;3430;25250;199;2680
16/04/2024;1200;3220;26250;195;2540
17/04/2024;1205;3200;25575;197;2370
18/04/2024;0;0;0;0;2390
;;;;;0
