Date,Open,High,Low,Close,Adj Close,Volume
2019-04-19,675.000000,675.000000,675.000000,675.000000,666.118408,0
2019-04-22,675.000000,685.000000,675.000000,680.000000,671.052612,1137000
2019-04-23,680.000000,715.000000,680.000000,705.000000,695.723694,8374000
2019-04-24,710.000000,710.000000,695.000000,700.000000,690.789490,2541600
2019-04-25,700.000000,705.000000,685.000000,685.000000,675.986816,4077000
2019-04-26,690.000000,705.000000,685.000000,695.000000,685.855286,5861100
2019-04-29,695.000000,700.000000,675.000000,680.000000,671.052612,3344100
2019-04-30,685.000000,740.000000,675.000000,740.000000,730.263123,24162800
2019-05-01,740.000000,740.000000,740.000000,740.000000,730.263123,0
2019-05-02,740.000000,755.000000,720.000000,725.000000,715.460510,17262200
2019-05-03,720.000000,745.000000,700.000000,740.000000,730.263123,10191000
2019-05-06,740.000000,740.000000,710.000000,710.000000,700.657898,6621000
2019-05-07,710.000000,735.000000,710.000000,735.000000,725.328918,7848700
2019-05-08,735.000000,770.000000,725.000000,750.000000,740.131592,33106900
2019-05-09,755.000000,760.000000,715.000000,715.000000,705.592102,11667400
2019-05-10,725.000000,730.000000,700.000000,715.000000,705.592102,10711400
2019-05-13,720.000000,735.000000,700.000000,705.000000,695.723694,6108700
2019-05-14,710.000000,710.000000,675.000000,690.000000,680.921021,11902500
2019-05-15,690.000000,705.000000,660.000000,660.000000,651.315796,7679200
2019-05-16,665.000000,665.000000,625.000000,640.000000,631.578918,17462200
2019-05-17,640.000000,645.000000,620.000000,620.000000,611.842102,5973200
2019-05-20,620.000000,650.000000,605.000000,625.000000,616.776306,8638400
2019-05-21,630.000000,655.000000,620.000000,635.000000,626.644714,8789800
2019-05-22,635.000000,640.000000,625.000000,630.000000,621.710510,4021700
2019-05-23,635.000000,670.000000,630.000000,655.000000,646.381592,9650100
2019-05-24,655.000000,675.000000,645.000000,665.000000,656.250000,3030400
2019-05-27,665.000000,685.000000,665.000000,665.000000,656.250000,5283200
2019-05-28,665.000000,675.000000,650.000000,655.000000,646.381592,3969600
2019-05-29,650.000000,670.000000,645.000000,665.000000,656.250000,4469800
2019-05-30,665.000000,665.000000,665.000000,665.000000,656.250000,0
2019-05-31,665.000000,675.000000,660.000000,665.000000,656.250000,3163000
2019-06-03,665.000000,665.000000,665.000000,665.000000,656.250000,0
2019-06-04,665.000000,665.000000,665.000000,665.000000,656.250000,0
2019-06-05,665.000000,665.000000,665.000000,665.000000,656.250000,0
2019-06-06,665.000000,665.000000,665.000000,665.000000,656.250000,0
2019-06-07,665.000000,665.000000,665.000000,665.000000,656.250000,0
2019-06-10,675.000000,690.000000,670.000000,685.000000,675.986816,5255800
2019-06-11,690.000000,690.000000,655.000000,665.000000,656.250000,11761100
2019-06-12,665.000000,665.000000,645.000000,650.000000,641.447388,7769700
2019-06-13,650.000000,655.000000,640.000000,650.000000,641.447388,3638200
2019-06-14,650.000000,665.000000,650.000000,655.000000,646.381592,4648100
2019-06-17,655.000000,675.000000,650.000000,650.000000,641.447388,6143600
2019-06-18,650.000000,660.000000,650.000000,655.000000,646.381592,1247700
2019-06-19,null,null,null,null,null,null
2019-06-20,670.000000,675.000000,660.000000,660.000000,651.315796,3905600
2019-06-21,670.000000,675.000000,660.000000,660.000000,651.315796,1217900
2019-06-24,660.000000,690.000000,660.000000,685.000000,675.986816,9704000
